;bwnr;bauwerksname;ort;zn;x [m] UTM32;y [m] UTM32;Bez_Sachverhalt;Str_Kl;Str_Nr
11230;4506615-0;Ast A 42/DB (AS DU-Neumühl)/DB-Brücke, südliche Abfahrt;Duisburg-Neumühl;2,7;346678,0;5706017,0;*O:;A;42
11231;4506616-2;"A 42/ ""Grüner Pfad"" (G/R)/Überbau FR Kamp-Lintfort";Duisburg;2,3;346741,0;5706087,0;*O:;A;42
11232;4506616-3;"A 42/ ""Grüner Pfad"" (G/R)/Überbau FR Dortmund";Duisburg;2,2;346726,0;5706069,0;*O:;A;42
11233;4506618-2;AS DU-Neumühl (7), Duisburger Straße/Überbau FR Kamp-Lintfort;Duisburg;1,9;346835,0;5706027,0;*O:;A;42
11234;4506618-3;AS DU-Neumühl (7), Duisburger Straße/Überbau FR Dortmund;Duisburg;2,0;346835,0;5706027,0;*O:;A;42
11235;4506619-2;A42/Theodor-Heuss-Straße/Überbau FR Kamp-Lintfort;Duisburg;1,7;346935,0;5706032,0;*O:;A;42
11236;4506619-3;A42/Theodor-Heuss-Straße/Überbau FR Dortmund;Duisburg;2,0;346931,0;5706007,0;*O:;A;42
11237;4506627-0;AK OB-West, Rampe 14: Kamp-Lintfort ./. Arnheim;Oberhausen-West;2,5;348112,0;5706309,0;*O:;A;3
11238;4506628-0;AK OB-West, Rampe 13: Dortmund ./. Köln;Oberhausen-West;2,5;348141,0;5706316,0;*O:;A;3
11239;4506629-1;Rampen Kamp-Lintfort-Oberhausen und Dortmund-Köln;Oberhausen-West;2,5;348346,0;5706411,0;*O:;A;3
11240;4506629-2;Rampen Kamp-Lintfort-Oberhausen und Dortmund-Köln;Oberhausen-West;2,4;348347,0;5706440,0;*O:;A;3
11241;4506629-3;Rampen Kamp-Lintfort-Oberhausen und Dortmund-Köln;Oberhausen-West;2,4;348318,0;5706429,0;*O:;A;3
11242;4506630-1;AK Oberhausen-West (12)(8);Duisburg-Neumühl;2,4;348260,0;5706245,0;*O:;A;3
11243;4506630-2;AK Oberhausen-West (12)(8);Duisburg-Neumühl;2,3;348291,0;5706279,0;*O:;A;3
11244;4506630-3;AK Oberhausen-West (12)(8);Duisburg-Neumühl;2,9;348291,0;5706279,0;*O:;A;3
11245;4506630-4;AK Oberhausen-West (12)(8);Duisburg-Neumühl;2,3;348268,0;5706284,0;*O:;A;3
11246;4506657-B2;Lindnerstraße/Lindnerstraße - Osten;Duisburg;1,9;348565,0;5707120,0;*O:;A;3
11247;4506657-B3;Lindnerstraße/Lindnerstraße - Westen;Duisburg;2,1;348565,0;5707120,0;*O:;A;3
11248;4506665-1;Kammerweg;Duisburg-Neudorf;2,0;346850,0;5699009,0;*O:;A;3
11249;4506665-2;Kammerweg;Duisburg-Neudorf;1,7;346850,0;5699009,0;*O:;A;3
11250;4506722-2;Kreisbahn;Duisburg-Baerl;1,8;337948,0;5706156,0;*O:;A;42
11251;4506722-3;Kreisbahn;Duisburg-Baerl;1,0;337948,0;5706156,0;*O:;A;42
11252;4506723-2;A 42/L 475 (Grafschafter Str.)/nördl. Überbau;Baerl;2,1;338099,0;5706068,0;*O:;A;42
11253;4506723-3;A 42/L 475 (Grafschafter Str.)/südl. Überbau;Baerl;1,9;338098,0;5706027,0;*O:;A;42
11254;4506726-0;A 42/Zechenbahn/;Duisburg;2,0;338175,0;5706019,0;*O:;A;42
11255;4506727-2;A 42/ L 287/Überbau FR Kamp-Lintfort;Duisburg;2,0;338296,0;5705934,0;*O:;A;42
11256;4506727-3;A 42/ L 287/Überbau FR Dortmund;Duisburg;2,0;338276,0;5705942,0;*O:;A;42
11257;4506729-0;Südliche Auffahrt, AS Duisburg-Baerl;Baerl;1,8;338374,0;5705908,0;*O:;A;42
11258;4506745-0;Leitungskanal;Duisburg-Beeckerweth;1,0;341670,0;5705516,0;*O:;A;42
11259;4506756-2;Rhein-Herne-Kanal/Rhein-Herne-Kanal, Ost;Oberhausen-Lirich;2,3;348190,0;5705263,0;*O:;A;3
11260;4506756-3;Rhein-Herne-Kanal/Rhein-Herne-Kanal, West;Oberhausen-Lirich;2,2;348190,0;5705263,0;*O:;A;3
11261;4506772-1;DB-Brücke Kaiserberg;Duisburg-Kaiserberg;2,7;347125,0;5701512,0;*O:;A;3
11262;4506772-2;DB-Brücke Kaiserberg;Duisburg-Kaiserberg;2,3;347091,0;5701535,0;*O:;A;3
11263;4506788-1;Worringer Weg;DU-Bissingheim;2,0;347768,0;5696529,0;*O:;A;3
11264;4506788-2;Worringer Weg;DU-Bissingheim;1,8;347768,0;5696529,0;*O:;A;3
11265;4506789-1;A 42, AK-Duisburg-Nord/AK-Duisburg-Nord;Duisburg-Homberg;2,9;345203,0;5705924,0;*O:;A;42
11266;4506789-2;A 42, AK-Duisburg-Nord/AK-Duisburg-Nord;Duisburg-Homberg;2,9;345203,0;5705924,0;*O:;A;42
11267;4506791-0;A59/Dickelsbach/Dickelsbach;Duisburg-Wanheimerort;2,2;344997,0;5697398,0;*O:;A;59
11268;4506792-2;A59/AS Duisburg-Wanheimerort (13)/AS Duisburg-Wanheimerort (13);Duisburg-Wanheimerort;2,4;345035,0;5697295,0;*O:;A;59
11269;4506793-2;A59/Im Schlenk/Im Schlenk, FR Wesel;Duisburg;2,2;345050,0;5696791,0;*O:;A;59
11270;4506793-3;A59/Im Schlenk/Im Schlenk, FR Düsseldorf;Duisburg;2,2;345050,0;5696791,0;*O:;A;59
11271;4506818-A2;A59 / Berliner Brücke/A59 / Stadtparkbrücke;Duisburg-Meiderich;2,4;345121,0;5703509,0;*O:;A;59
11272;4506818-B2;A59 / Berliner Brücke/A59 / Güterbahnhof Ruhrort-Hafen, FR Wesel;Duisburg-Meiderich;2,8;345293,0;5703234,0;*O:;A;59
11273;4506818-B3;A59 / Berliner Brücke/A59 / Güterbahnhof Ruhrort-Hafen, FR Düsseldorf;Duisburg-Meiderich;3,4;345293,0;5703234,0;*O:;A;59
11274;4506818-C1;"A59 / Berliner Brücke/A59 / Hafenbecken ""C"", FR Wesel";Duisburg-Meiderich;2,8;345450,0;5702983,0;*O:;A;59
11275;4506818-C2;"A59 / Berliner Brücke/A59 / Hafenbecken ""C"", FR Düsseldorf";Duisburg-Meiderich;2,8;345450,0;5702983,0;*O:;A;59
11276;4506818-D1;A59 / Berliner Brücke/A59 / Industriegelände, FR Wesel;Duisburg-Meiderich;2,5;345585,0;5702719,0;*O:;A;59
11277;4506818-D2;A59 / Berliner Brücke/A59 / Industriegelände, FR Düsseldorf;Duisburg-Meiderich;2,5;345585,0;5702719,0;*O:;A;59
11278;4506818-E1;A59 / Berliner Brücke/A59 / Rhein-Herne-Kanal, FR Wesel;Duisburg-Meiderich;2,0;345629,0;5702454,0;*O:;A;59
11279;4506818-E2;A59 / Berliner Brücke/A59 / Rhein-Herne-Kanal, FR Düsseldorf;Duisburg-Meiderich;1,9;345629,0;5702454,0;*O:;A;59
11280;4506818-F1;A59 / Berliner Brücke/A59 / Ruhrbrücke, FR Wesel;Duisburg-Meiderich;2,6;345670,0;5702057,0;*O:;A;59
11281;4506818-F2;A59 / Berliner Brücke/A59 / Ruhrbrücke, FR Düsseldorf;Duisburg-Meiderich;2,5;345642,0;5702058,0;*O:;A;59
11282;4506818-G1;A59 / Berliner Brücke/A59 / Ruhrdeich, L 140, FR Wesel;Duisburg-Meiderich;2,2;345668,0;5701986,0;*O:;A;59
11283;4506818-G2;A59 / Berliner Brücke/A59 / Ruhrdeich, L 140, FR Düsseldorf;Duisburg-Meiderich;2,2;345636,0;5701982,0;*O:;A;59
11284;4506824-2;A59 / Brückenzug Meiderich/A59 / Brückenzug Meiderich (Sommerstr.);Duisburg;2,6;344979,0;5703994,0;*O:;A;59
11285;4506827-2;A59 / Brückenzug Gartsträuch;Duisburg;2,5;344777,0;5704524,0;*O:;A;59
11286;4506833-1;A 59 / Alte Emscher/westl. Überbau (Hamborner Str.);Duisburg;1,8;345033,0;5705272,0;*O:;A;59
11287;4506833-2;A 59 / Alte Emscher/mittlerer westl. Überbau, FR Duisburg;Duisburg;1,0;345033,0;5705272,0;*O:;A;59
11288;4506833-3;A 59 / Alte Emscher/mittlerer östl. Überbau, FR Wesel;Duisburg;1,0;345033,0;5705272,0;*O:;A;59
11289;4506833-4;A 59 / Alte Emscher/östl. Überbau (Gemeindestr.);Duisburg;2,0;345033,0;5705272,0;*O:;A;59
11290;4506836-2;A59 / Kardinal-Galen-Straße/Kardinal-Galen-Straße, Überbau FR Wesel;Duisburg-Duissern;2,1;345384,0;5700831,0;*O:;A;59
11291;4506836-3;A59 / Kardinal-Galen-Straße/Kardinal-Galen-Straße, Überbau FR Düsseldorf;Duisburg-Duissern;2,1;345368,0;5700842,0;*O:;A;59
11292;4506842-2;A59/Beecker Straße/Parallelfahrbahn FR Nord;DU-Hamborn;2,9;345171,0;5706197,0;*O:;A;59
11293;4506842-3;A59/Beecker Straße/Beecker Straße;DU-Hamborn;2,1;345147,0;5706185,0;*O:;A;59
11294;4506842-4;A59/Beecker Straße/Beecker Straße;DU-Hamborn;2,2;345147,0;5706185,0;*O:;A;59
11295;4506850-2;A59 / L 287 (Duisburger Str.) Zinkhüttenplatz/Duisburger Straße (Zinkhüttenplatz), FR Wesel;Duisburg-Marxloh;2,4;344793,0;5708074,0;*O:;A;59
11296;4506850-3;A59 / L 287 (Duisburger Str.) Zinkhüttenplatz/Duisburger Straße (Zinkhüttenplatz), FR Düsseldorf;Duisburg-Marxloh;2,5;344793,0;5708072,0;*O:;A;59
11297;4506903-2;A 59 / Hafenbahn/Überbau FR Wesel;Duisburg;2,2;345503,0;5701357,0;*O:;A;59
11298;4506903-3;A 59 / Hafenbahn/Überbau FR Düsseldorf;Duisburg;2,0;345503,0;5701357,0;*O:;A;59
11299;4506907-A;Rheinbrücke Beeckerwerth/Linksrheinische Vorlandbrücke;Duisburg;2,4;338508,0;5705886,0;*O:;A;42
11300;4506907-B;Rheinbrücke Beeckerwerth/Strombrücke;Duisburg;2,7;338948,0;5705850,0;*O:;A;42
11301;4506907-C;Rheinbrücke Beeckerwerth/Rechtsrheinische Vorlandbrücke;Duisburg;2,4;339311,0;5705827,0;*O:;A;42
11302;4506923-0;A40/Nord-West-Ölleitung/Nord-West-Ölleitung;Duisburg;2,3;348229,0;5701206,0;*O:;A;40
11303;4506925-1;A40/Ruhrschifffahrtskanal und L140/Ruhrschifffahrtskanal und L140 / FR Venlo;Duisburg-Kaiserberg;3,0;348432,0;5701267,0;*O:;A;40
11304;4506925-2;A40/Ruhrschifffahrtskanal und L140/Ruhrschifffahrtskanal und L140 / FR Dortmund;Duisburg-Kaiserberg;3,0;348454,0;5701272,0;*O:;A;40
11305;4506928-1;A40 / Raffelbergbrücke/A40 / Raffelbergbrücke, nördl. Überbau, FR Venlo;Duisburg-Kaiserberg;2,7;349011,0;5701589,0;*O:;A;40
11306;4506928-2;A40 / Raffelbergbrücke/A40 / Raffelbergbrücke, südl. Überbau, FR Do;Duisburg-Kaiserberg;3,0;349011,0;5701589,0;*O:;A;40
11307;4506972-0;AK DU-Kaiserberg (Bauwerk IX);Duisburg;2,3;347387,0;5701246,0;*O:;A;3
11308;4506973-A1;A59/Grunewaldbrücke/Überbau B 8;Duisburg;2,7;345004,0;5698518,0;*O:;A;59
11309;4506973-B2;A59/Grunewaldbrücke/Überbau DB;Duisburg;2,9;344999,0;5697856,0;*O:;A;59
11310;4506983-1;A42/Haus-Knipp-Str./Überbau FR Kamp-Lintfort;Duisburg;2,0;340550,0;5705551,0;*O:;A;42
11311;4506983-2;A42/Haus-Knipp-Str./Überbau FR Dortmund;Duisburg;2,7;340550,0;5705551,0;*O:;A;42
11312;4506985-0;Nördliche Auffahrt Hoffsche Straße;Duisburg-Beeck;2,4;341882,0;5705544,0;*O:;A;42
11313;4506988-2;A42/Hoffsche Straße/Überbau FR Kamp-Lintfort;Duisburg-Beeck;2,4;342092,0;5705539,0;*O:;A;42
11314;4506988-3;A42/Hoffsche Straße/Überbau FR Dortmund;Duisburg-Beeck;2,4;342093,0;5705539,0;*O:;A;42
11315;4506990-2;A42/L287, AS Duisburg-Beeck (5)/Überbau FR Kamp-Lintfort;Duisburg;3,0;342580,0;5705775,0;*O:;A;42
11316;4506990-3;A42/L287, AS Duisburg-Beeck (5)/Überbau FR Dortmund;Duisburg;3,0;342579,0;5705774,0;*O:;A;42
11317;4506994-0;Beeckbach;Duisburg-Beeck;1,1;343445,0;5706312,0;*O:;A;42
11318;4506995-2;A42/Papiermühlenstr./Überbau FR Kamp-Lintfort;Duisburg;2,5;343987,0;5706400,0;*O:;A;42
11319;4506995-3;A42/Papiermühlenstr./Überbau FR Dortmund;Duisburg;2,4;343987,0;5706400,0;*O:;A;42
11320;4506996-0;Overbruckstraße;Duisburg-Bruckhausen;2,5;344236,0;5706364,0;*O:;A;42
11321;4506997-A1;A 42 / Bahnhof Grünstraße/Bahnhof Grünstraße;Duisburg-Hamborn;3,8;344335,0;5706343,0;*O:;A;42
11322;4506997-A2;A 42 / Bahnhof Grünstraße/Bahnhof Grünstraße;Duisburg-Hamborn;3,8;344335,0;5706343,0;*O:;A;42
11323;4506997-B1;A 42 / Bahnhof Grünstraße/Bahnhof Grünstraße;Duisburg-Hamborn;3,8;344382,0;5706332,0;*O:;A;42
11324;4506997-B2;A 42 / Bahnhof Grünstraße/Bahnhof Grünstraße;Duisburg-Hamborn;3,8;344382,0;5706332,0;*O:;A;42
11325;4506999-2;A42/Hamborner Str.,Beecker Str./Hamborner Straße und Beecker Straße / FR Kamp-Lint;Duisburg-Hamborn;2,9;344858,0;5706147,0;*O:;A;42
11326;4506999-3;A42/Hamborner Str.,Beecker Str./Hamborner Straße und Beecker Straße / FR Dortmund;Duisburg-Hamborn;3,0;344862,0;5706134,0;*O:;A;42
11327;4507541-1;A 42/L 215, AS OB-Buschhausen (9)/Überbau FR Kamp-Lintfort;Oberhausen-Buschhausen;1,2;349935,0;5706577,0;*O:;A;42
11328;4507541-2;A 42/L 215, AS OB-Buschhausen (9)/Überbau FR Dortmund;Oberhausen-Buschhausen;1,2;349935,0;5706577,0;*O:;A;42
11329;4507543-1;A 42 / Lindnerstr./Überbau FR Kamp-Lintfort;Oberhausen;2,8;350145,0;5706822,0;*O:;A;42
11330;4507543-2;A 42 / Lindnerstr./Überbau FR Dortmund;Oberhausen;2,6;350145,0;5706822,0;*O:;A;42
11331;4507545-1;A 42/Max-Eyth-Str./Überbau FR Kamp-Lintfort;Oberhausen;2,0;350498,0;5707110,0;*O:;A;42
11332;4507545-2;A 42/Max-Eyth-Str./Überbau FR Dortmund;Oberhausen;2,4;350498,0;5707110,0;*O:;A;42
11333;4507556-2;A 42 / AS OB-Neue Mitte (11)/Überbau FR Kamp-Lintfort;Oberhausen-Osterfeld;2,4;353499,0;5707170,0;*O:;A;42
11334;4507556-3;A 42 / AS OB-Neue Mitte (11)/Überbau FR Dortmund;Oberhausen-Osterfeld;2,4;353499,0;5707170,0;*O:;A;42
11335;4507559-2;A42/Werkszufahrt TNAG/Überbau FR Kamp-Lintfort;Oberhausen-Osterfeld;2,3;354287,0;5707243,0;*O:;A;42
11336;4507559-3;A42/Werkszufahrt TNAG/Überbau FR Dortmund;Oberhausen-Osterfeld;2,2;354287,0;5707243,0;*O:;A;42
11337;4507562-2;A 42 / Breilstraße/nördl. Überbau;Oberhausen;2,3;355376,0;5707290,0;*O:;A;42
11338;4507562-3;A 42 / Breilstraße/südl. Überbau;Oberhausen;2,4;355376,0;5707290,0;*O:;A;42
11339;4507578-1;Emscherbrücke/Emscherbrücke West;Oberhausen - Zentrum;2,5;351676,0;5707076,0;*O:;B;223
11340;4507578-2;Emscherbrücke/Emscherbrücke Ost;Oberhausen - Zentrum;2,4;351676,0;5707076,0;*O:;B;223
11341;4507595-0;Am Treppchen;Essen-Haarzopf;2,0;358169,0;5696800,0;*O:;A;52
11342;4507599-1;A 52 / Norbertstraße/nördl. Überbau;Essen-Rüttenscheid;2,0;360319,0;5698776,0;*O:;A;52
11343;4507599-2;A 52 / Norbertstraße/südl. Überbau;Essen-Rüttenscheid;2,2;360319,0;5698776,0;*O:;A;52
11344;4507614-A;B1 / Brücke Rumbachtal/Rumbachtal;Mühlheim-Eppinghofen;2,0;354457,0;5699121,0;*O:;B;1
11345;4507614-B;B1 / Brücke Rumbachtal/Walkmühle;Mühlheim-Eppinghofen;2,3;354482,0;5699140,0;*O:;B;1
11346;4507615-1;B1 / Frohnhauser Weg/FR. Düsseldorf;Mühlheim an der Ruhr;2,0;356075,0;5699822,0;*O:;B;1
11347;4507615-2;B1 / Frohnhauser Weg/FR. Essen;Mühlheim an der Ruhr;2,0;356075,0;5699822,0;*O:;B;1
11348;4507616-0;A40 / Kruppstraße/Kruppstraße;Heissen;2,4;356531,0;5700085,0;*O:;A;40
11349;4507618-0;A40 / U-Bahnhof, Zugang zur Kruppstraße/U-Bahnhof-Zugang zur Kruppstraße;Mülheim-Heißen;2,0;356616,0;5700203,0;*O:;A;40
11350;4507675-0;A 42, Sammler Osterfeld-Ost/;Oberhausen-Osterfeld;1,0;353526,0;5707172,0;*O:;A;42
11351;4507801-0;A 42, Sammler Osterfeld-West/Sammler Osterfeld-West;Oberhausen;1,0;352964,0;5707148,0;*O:;A;42
11352;4507863-1;A40/AS Mülheim-Dümpten (17)/nördl. Überbau / FR Venlo;Mülheim-Dümpten;1,9;353329,0;5703020,0;*O:;A;40
11353;4507863-2;A40/AS Mülheim-Dümpten (17)/südl. Überbau / FR Dortmund;Mülheim-Dümpten;2,1;353324,0;5703016,0;*O:;A;40
11354;4507867-2;A40/Mühlenstraße/Mühlenstraße;Mülheim-Dümpten;1,8;354395,0;5702317,0;*O:;A;40
11355;4507867-3;A40/Mühlenstraße/Mühlenstraße;Mülheim-Dümpten;1,8;354395,0;5702317,0;*O:;A;40
11356;4507873-1;A40 / Hardenbergbrücke/Hardenbergbrücke / FR Venlo;Mülheim-Heißen;3,0;355689,0;5700964,0;*O:;A;40
11357;4507873-2;A40 / Hardenbergbrücke/Hardenbergbrücke / FR Dortmund;Mülheim-Heißen;3,0;355689,0;5700964,0;*O:;A;40
11358;4507874-1;A40/Geitlingstrasse/Geitlingstrasse, Überbau nord;Mülheim-Heissen;1,8;355720,0;5700847,0;*O:;A;40
11359;4507874-2;A40/Geitlingstrasse/Geitlingstrasse, Überbau süd;Mülheim-Heissen;1,9;355720,0;5700847,0;*O:;A;40
11360;4507875-2;A40/AS Mülheim-Heißen (19)/AS Mülheim-Heißen (19);Mülheim-Heißen;2,0;356173,0;5700294,0;*O:;A;40
11361;4507875-3;A40/AS Mülheim-Heißen (19)/AS Mülheim-Heißen (19);Mülheim-Heißen;2,0;356173,0;5700294,0;*O:;A;40
11362;4507876-0;Nördliche B1/A40/Nördliche B 1;Mülheim-Heissen;2,5;356568,0;5700203,0;*O:;A;40
11363;4507877-1;A40 / U-Bahnhof Eichbaum, Zugang Blücherstraße/U-Bahnhof Eichbaum, Zugang Blücherstraße, FR Venlo;Mülheim-Heissen;2,0;356601,0;5700203,0;*O:;A;40
11364;4507877-2;A40 / U-Bahnhof Eichbaum, Zugang Blücherstraße/U-Bahnhof Eichbaum, Zugang Blücherstraße, FR Do;Mülheim-Heissen;2,0;356601,0;5700203,0;*O:;A;40
11365;4507881-2;AS MH-Heimaterde (20)/AS MH-Heimaterde (20), FR Venlo;Mülheim/Ruhr-Heimaterde;2,2;357413,0;5700540,0;*O:;A;40
11366;4507881-4;AS MH-Heimaterde (20)/AS MH-Heimaterde (20), FR Dortmund;Mülheim/Ruhr-Heimaterde;2,1;357413,0;5700540,0;*O:;A;40
11367;4507883-2;A 40/Humboldtring (AS MH-Heimaterde)/Humboldtring, FR Venlo;Mülheim-Heimaterde;3,4;357745,0;5700740,0;*O:;A;40
11368;4507883-3;A 40/Humboldtring (AS MH-Heimaterde)/Humboldtring FR Dortmund;Mülheim-Heimaterde;2,0;357745,0;5700740,0;*O:;A;40
11369;4507884-1;A 40/Fußweg Humboldtring/FR Venlo;Mülheim an der Ruhr;1,7;357905,0;5700788,0;*O:;A;40
11370;4507884-3;A 40/Fußweg Humboldtring/FR Dortmund;Mülheim an der Ruhr;1,2;357911,0;5700778,0;*O:;A;40
11371;4507885-0;"A40 / DB-Brücke ""Humboldt""/DB-Brücke ""Humboldt""";Mülheim an der Ruhr;1,1;358054,0;5700802,0;*O:;A;40
11372;4507928-0;A40 / AS Mülheim-Heimaterde, FR Dortmund/AS Mülheim-Heimaterde (neu), FR Dortmund;Mülheim an der Ruhr;2,0;357774,0;5700715,0;*O:;A;40
11373;4508564-0;A44/RAMPE 8/Abfahrt Kupferdreh Nord;Essen Kupferdreh;2,5;366777,0;5696469,0;*O:;A;44
11374;4508565-0;A44/Auffahrtsrampe Essen-Überruhr, FR Essen/Aufffahrtsrampe, FR Essen;Essen Kupferdreh;2,0;366755,0;5696501,0;*O:;A;44
11375;4508567-1;A44/Theodor-Heuss-Brücke (Ruhrbrücke)/Ruhrbrücke, Überbau FR Velbert;Essen;2,5;366488,0;5696711,0;*O:;A;44
11376;4508567-2;A44/Theodor-Heuss-Brücke (Ruhrbrücke)/Ruhrbrücke, Überbau FR Essen;Essen;2,3;366488,0;5696711,0;*O:;A;44
11377;4508569-1;A44/Knoten Heisingen/Knoten Heisingen, FR Velbert;Essen-Heisingen;1,6;366144,0;5696952,0;*O:;B;227
11378;4508569-2;A44/Knoten Heisingen/Knoten Heisingen, FR Essen;Essen-Heisingen;1,6;366104,0;5696986,0;*O:;B;227
11379;4508618-2;A 52/Walpurgisstr./Überbau;Essen;2,0;362310,0;5699550,0;*O:;A;52
11380;4508626-1;Gönterstrasse;Essen-Bergerhausen;2,0;362644,0;5699828,0;*O:;A;52
11381;4508733-0;A 40/Helbingstraße, AS E-Zentrum/Hauptfahrbahnen;Essen;2,0;362231,0;5701725,0;*O:;A;40
11382;4508734-1;A40/Helbingstr. AS E-Zentrum Auffahrt FR Dortmund/Helbingstraße südl. Zufahrt, FR Dortmund;Essen;1,9;362314,0;5701706,0;*O:;A;40
11383;4508735-1;A40/Helbingstr. nördl. Abfahrt (AS E-Zentrum)/Helbingstraße, nördl. Abfahrt (AS E-Zentrum);Essen;1,4;362186,0;5701756,0;*O:;A;40
11384;4508736-0;A40/Helbingstr. südl. Abfahrt AS E-Zentrum/Helbingstraße, südl. Abfahrt AS E-Zentrum;Essen;2,2;362246,0;5701711,0;*O:;A;40
11385;4508753-0;WATTENSCHEIDER BACH/;Bochum;2,6;371068,0;5704215,0;*O:;A;40
11386;4508756-2;A40 / Oberschlesienstraße/Oberschlesienstraße, FR Venlo;Essen;2,5;363558,0;5702099,0;*O:;A;40
11387;4508756-3;A40 / Oberschlesienstraße/Oberschlesienstraße, FR Dortmund;Essen;2,1;363558,0;5702099,0;*O:;A;40
11388;4508758-2;A40/Westrampe über A 52/Westrampe über A 52, FR Venlo;Essen;2,2;363882,0;5702180,0;*O:;A;40
11389;4508758-3;A40/Westrampe über A 52/Westrampe über A 52, FR Dortmund;Essen;1,9;363874,0;5702171,0;*O:;A;40
11390;4508761-2;A 40/DB-Brücke Kaiserhof/nördl. Überbau;Essen;2,7;364131,0;5702282,0;*O:;A;40
11391;4508761-3;A 40/DB-Brücke Kaiserhof/südl. Überbau;Essen;2,7;364131,0;5702282,0;*O:;A;40
11392;4508763-2;A40/AS Essen-Frillendorf (26)/AS Essen-Frillendorf (26), FR Venlo;Essen;1,7;364631,0;5702667,0;*O:;A;40
11393;4508763-3;A40/AS Essen-Frillendorf (26)/AS Essen-Frillendorf (26);Essen;2,0;364631,0;5702667,0;*O:;A;40
11394;4508763-4;A40/AS Essen-Frillendorf (26)/AS Essen-Frillendorf (26);Essen;2,0;364631,0;5702667,0;*O:;A;40
11395;4508763-5;A40/AS Essen-Frillendorf (26)/AS Essen-Frillendorf (26), FR Dortmund;Essen;1,6;364631,0;5702667,0;*O:;A;40
11396;4508764-0;A40/Zufahrtsrampe Essen-Frillendorf, FR Do/Zufahrt Essen-Frillendorf;Essen;1,9;364670,0;5702661,0;*O:;A;40
11397;4508765-0;Fusswegtunnel/ A40 FR Venlo, AS E-Frillendorf, Ast/Fusswegtunnel;Essen;2,3;364577,0;5702702,0;*O:;A;40
11398;4508775-2;A 40 / K 9 (Berliner Str.)/nördl. Überbau;Bochum;1,9;370043,0;5704226,0;*O:;A;40
11399;4508775-3;A 40 / K 9 (Berliner Str.)/südl. Überbau;Bochum;2,2;370047,0;5704224,0;*O:;A;40
11400;4508779-2;A 40 / Bahnhofstr./nördl. Überbau;Bochum;2,3;370870,0;5704208,0;*O:;A;40
11401;4508779-3;A 40 / Bahnhofstr./südl. Überbau;Bochum;2,3;370870,0;5704208,0;*O:;A;40
11402;4508784-2;A 40 / K 7 (Westenfelder Str.)/nördl. Überbau;Bochum;2,1;370978,0;5704211,0;*O:;A;40
11403;4508784-3;A 40 / K 7 (Westenfelder Str.)/südl. Überbau;Bochum;2,0;370978,0;5704211,0;*O:;A;40
11404;4508789-2;A40/Schönscheidtstraße/Schönscheidtstraße, Überbau Nord;Essen;2,0;365514,0;5703150,0;*O:;A;40
11405;4508789-3;A40/Schönscheidtstraße/Schönscheidtstraße, Überbau Süd;Essen;1,5;365514,0;5703150,0;*O:;A;40
11406;4508794-2;A 40/Fußwegunterführung/Fußwegunterführung Volksgarten;Essen;2,3;367465,0;5703564,0;*O:;A;40
11407;4508803-0;B227 / Schwarzbach/;Gelsenkirchen;2,1;367941,0;5706100,0;*O:;B;227
11408;4508825-0;B227 / Schwarzbach/;Gelsenkirchen;2,0;368037,0;5706661,0;*O:;B;227
11409;4508835-1;A 40 / B 227 (Halterner Str.)/nördl. Überbau, FR Essen;Essen - Leihte;1,0;368281,0;5704042,0;*O:;A;40
11410;4508835-2;A 40 / B 227 (Halterner Str.)/südl. Überbau, FR Bochum;Essen - Leihte;1,1;368273,0;5704036,0;*O:;A;40
11411;4508836-1;A 40 / Viehtrift/Brückenteil Nord;Essen - Leithe;1,8;368362,0;5704031,0;*O:;A;40
11412;4508836-2;A 40 / Viehtrift/Brückenteil Süd;Essen - Leithe;2,0;368362,0;5704031,0;*O:;A;40
11413;4509508-0;B226 / DB/;Bochum;2,4;383242,0;5702239,0;*O:;B;226
11414;4509547-2;"A44 / K3 ""Universtätsstraße""/A44 / K3 ""Universtätsstraße"", FR Bochum";Bochum;2,8;381874,0;5702544,0;*O:;A;44
11415;4509547-3;"A44 / K3 ""Universtätsstraße""/A44 / K3 ""Universtätsstraße"", FR Dortmund";Bochum;2,7;381861,0;5702507,0;*O:;A;44
11416;4509548-2;"A44 / Gem.Str.""Birkhuhnweg""/A44 / Gem.Str.""Birkhuhnweg"", FR Bochum";Bochum;2,8;382204,0;5702468,0;*O:;A;44
11417;4509548-3;"A44 / Gem.Str.""Birkhuhnweg""/A44 / Gem.Str.""Birkhuhnweg"", FR Dortmund";Bochum;2,9;382204,0;5702468,0;*O:;A;44
11418;4509549-2;"A44 / Gem.Str.""Urbanusstraße""/A44 / Gem.Str.""Urbanusstraße"", FR Bochum";Bochum;2,3;382389,0;5702409,0;*O:;A;44
11419;4509549-3;"A44 / Gem.Str.""Urbanusstraße""/A44 / Gem.Str.""Urbanusstraße"", FR Dortmund";Bochum;2,5;382389,0;5702409,0;*O:;A;44
11420;4509550-1;A44 / B235(Hauptstraße)+ Bogestra/A44 / B235 (Hauptstraße) + Bogestra, FR Bochum;Bochum-Langendreer;2,7;383245,0;5702136,0;*O:;A;44
11421;4509550-2;A44 / B235(Hauptstraße)+ Bogestra/A44 / B235 (Hauptstraße) + Bogestra, FR Dortmund;Bochum-Langendreer;2,5;383230,0;5702105,0;*O:;A;44
