;bwnr;bauwerksname;ort;zn;x [m] UTM32;y [m] UTM32;Bez_Sachverhalt;Str_Kl;Str_Nr
18997;5329573-0;TALBRÜCKE SEßLESTAL;BEI SUHL-DIETZHAUSEN;2,5;613819,0;5608098,0;*O:;A;71
18998;5329575-1;TALBRÜCKE SCHAFSTALGRUND/RF SCHW-EF;BEI SUHL-DIETZHAUSEN;2,0;612383,0;5608409,0;*O:;A;71
18999;5329575-2;TALBRÜCKE SCHAFSTALGRUND/RF EF-SCHW;BEI SUHL-DIETZHAUSEN;2,0;612383,0;5608409,0;*O:;A;71
19000;5329577-1;BRÜCKE ÜBER EINEN FORSTWEG BEI EBERTSHAUSEN/RF SCHW-EF;BEI EBERTSHAUSEN;1,9;610990,0;5608177,0;*O:;A;71
19001;5329577-2;BRÜCKE ÜBER EINEN FORSTWEG BEI EBERTSHAUSEN/RF EF-SCHW;BEI EBERTSHAUSEN;1,7;610970,0;5608165,0;*O:;A;71
19002;5329578-1;TALBRÜCKE STREITSCHLAG/RF SCHW-EF;BEI WICHTSHAUSEN;2,3;610508,0;5607818,0;*O:;A;71
19003;5329578-2;TALBRÜCKE STREITSCHLAG/RF EF-SCHW;BEI WICHTSHAUSEN;2,0;610508,0;5607818,0;*O:;A;71
19004;5329579-1;BRÜCKE ÜBER EINEN FORSTWEG BEI WICHTSHAUSEN/RF SCHW-EF;BEI WICHTSHAUSEN;2,2;609835,0;5607585,0;*O:;A;71
19005;5329579-2;BRÜCKE ÜBER EINEN FORSTWEG BEI WICHTSHAUSEN/RF EF-SCHW;BEI WICHTSHAUSEN;2,4;609835,0;5607585,0;*O:;A;71
19006;5329580-1;BRÜCKE ÜBER EINEN FORSTWEG BEI DILLSTÄDT/RF SCHW-EF;BEI DILLSTÄDT;1,9;608843,0;5606815,0;*O:;A;71
19007;5329580-2;BRÜCKE ÜBER EINEN FORSTWEG BEI DILLSTÄDT/RF EF-SCHW;BEI DILLSTÄDT;1,9;608843,0;5606815,0;*O:;A;71
19008;5329581-0;HASELTALBRÜCKE BEI SUHL;BEI SUHL/HEINRICHS;2,4;616302,0;5606717,0;*O:;A;73
19009;5329582-0;LUBENBACHBRÜCKE IN ZELLA-MEHLIS;TALSTRASSE IN ZELLA-MEHLIS;1,9;617509,0;5612605,0;*O:;B;62
19010;5330571-1;BRÜCKE ÜBER D.ZUBRINGER - AS OBERHOF/RF SCHW-SGH;BEI ZELLA-MEHLIS;2,2;619381,0;5614001,0;*O:;A;71
19011;5330571-2;BRÜCKE ÜBER D.ZUBRINGER - AS OBERHOF/RF SGH-SCHW;BEI ZELLA-MEHLIS;2,0;619355,0;5613997,0;*O:;A;71
19012;5330573-1;BRÜCKE ÜBER DIE INDUSTRIESTRASSE BEI ZELLA-MEHLIS,/RF SCHW-EF;BEI ZELLA-MEHLIS;2,4;619562,0;5611619,0;*O:;A;71
19013;5330573-2;BRÜCKE ÜBER DIE INDUSTRIESTRASSE BEI ZELLA-MEHLIS,/RF EF-SCHW;BEI ZELLA-MEHLIS;2,5;619562,0;5611619,0;*O:;A;71
19014;5330574-1;STEINATALBRÜCKEN HAUPTBRÜCKE/ÜBERBAU OST - RF SCHW-SGH;BEI ZELLA-MEHLIS;2,3;619390,0;5611248,0;*O:;A;71
19015;5330574-2;STEINATALBRÜCKEN HAUPTBRÜCKE/ÜBERBAU WEST - RF SGH-SCHW;BEI ZELLA-MEHLIS;2,3;619450,0;5611384,0;*O:;A;71
19016;5330576-1;STEINATALBRÜCKEN RAMPEN/RF Erfurt-Zella-Mehlis (Abfahrt);BEI ZELLA-MEHLIS;2,0;619430,0;5611364,0;*O:;A;71
19017;5330576-2;STEINATALBRÜCKEN RAMPEN/RF Zella-Mehlis - Schweinfurt (Auffahrt);BEI ZELLA-MEHLIS;2,2;619315,0;5611235,0;*O:;A;71
19018;5330577-1;STEINATALBRÜCKEN INDUSTRIEGLEISBRÜCKE/ÜBERBAU OST - RF SCHW-SGH;BEI ZELLA-MEHLIS;2,3;619262,0;5611144,0;*O:;A;71
19019;5330577-2;STEINATALBRÜCKEN INDUSTRIEGLEISBRÜCKE/ÜBERBAU WEST - RF SGH SCHW;BEI ZELLA-MEHLIS;2,3;619189,0;5611134,0;*O:;A;71
19020;5330586-0;SCHNEIDERSGRUNDBRÜCKE (I) BEI ZELLA-MEHLIS;BEI ZELLA-MEHLIS;1,8;619363,0;5613962,0;*O:;A;71
19021;5331522-0;BRÜCKE Ü. E. RAD- WIRTSCHAFTSWEG  BEI LANGEWIESEN;BEI LANGEWIESEN;1,3;640471,0;5614190,0;*O:;B;88
19022;5331523-0;ILMBRÜCKE BEI LANGEWIESEN;BEI LANGEWIESEN;1,4;640638,0;5615060,0;*O:;B;88
19023;5331525-0;TALBRÜCKE WÜMBACH;BEI WÜMBACH;2,0;638986,0;5617960,0;*O:;B;88
19024;5331527-0;BRÜCKE i.Z.d. B 88 - AS LANGEWIESEN;BEI LANGEWIESEN;1,9;640328,0;5615493,0;*O:;B;88
19025;5331528-0;BRÜCKE ÜBER DIE K 52, AS WÜMBACH;BEI LANGEWIESEN;2,0;640205,0;5616247,0;*O:;B;88
19026;5331529-0;WIRTSCHAFTS- UND WANDERWEGBRÜCKE BEI WÜMBACH;BEI WÜMBACH;1,5;639197,0;5617431,0;*O:;B;88
19027;5331530-0;WEGUNTERFÜHRUNG MIT VIEHTRIFT BEI WÜMBACH;BEI WÜMBACH;1,8;640048,0;5616379,0;*O:;B;88
19028;5332500-0;ROTTENBACHBRÜCKE IN ROTTENBACH;IN ROTTENBACH;2,0;652693,0;5617329,0;*O:;B;88
19029;5332501-0;RINNEBACHBRÜCKE IN KOENIGSEE;IN KOENIGSEE;2,3;648677,0;5614570,0;*O:;B;88
19030;5332503-0;WOHLROSEBRÜCKE IN JESUBORN;IN JESUBORN;2,3;642781,0;5613693,0;*O:;B;88
19031;5333512-0;BACHBRÜCKE BEI BEULWITZ;BEI BEULWITZ;3,0;664761,0;5615732,0;*O:;B;85
19032;5333520-0;AUBACHBRÜCKE BEI BEULWITZ;BEI BEULWITZ;2,7;664612,0;5615788,0;*O:;B;85
19033;5333522-0;BACHBRÜCKE BEI BAD BLANKENBURG;BEI BAD BLANKENBURG;2,3;662122,0;5617277,0;*O:;B;88
19034;5333524-0;SCHWARZABRÜCKE IN BAD BLANKENBURG;IN BAD BLANKENBURG;2,2;660532,0;5617016,0;*O:;B;88
19035;5333525-0;TELLBACHBRÜCKE BEI ROTTENBACH/LEUTNITZ;BEI ROTTENBACH OT LEUTNITZ;2,3;656314,0;5618124,0;*O:;B;88
19036;5333560-0;SAALEBRÜCKE BEI RUDOLST.-SCHWARZA;BEI RUDOLSTADT-SCHWARZA;2,4;664130,0;5616595,0;*O:;B;85
19037;5333561-0;BRÜCKE ÜBER DIE SAALE BEI RUDOLSTADT/SCHWARZA;BEI RUDOLSTADT-SCHWARZA;2,5;664417,0;5617409,0;*O:;B;85
19038;5333563-0;FUßGÄNGERUNTERFÜHRUNG BEI RUDOLSTADT-SCHWARZA;BEI RUDOLSTADT;1,5;664411,0;5618140,0;*O:;B;85
19039;5333602-0;RINNEBACHBRÜCKE IN BAD BLANKENBURG;IN BAD BLANKENBURG;2,3;660183,0;5617115,0;*O:;B;88
19040;5334500-0;LOQUITZBRÜCKE BEI HOCKERODA;BEI HOCKERODA;2,0;672947,0;5608395,0;*O:;B;85
19041;5334501-0;LOQUITZBRÜCKE BEI EICHICHT;BEI EICHICHT;2,4;672688,0;5608941,0;*O:;B;85
19042;5334502-0;MÜHLGRABENBRÜCKE BEI EICHICHT;BEI EICHICHT;2,0;672571,0;5609023,0;*O:;B;85
19043;5334503-0;LOQUITZBRÜCKE IN EICHICHT;IN EICHICHT;2,0;672242,0;5609451,0;*O:;B;85
19044;5334504-0;SAALEBRÜCKE BEI EICHICHT;BEI EICHICHT;1,9;671997,0;5609799,0;*O:;B;85
19045;5334506-0;KAMSDORFER BACHBRÜCKE IN KAULSDORF;IN KAULSDORF;1,9;671779,0;5610693,0;*O:;B;85
19046;5334507-0;BRÜCKE ÜBER DIE DBAG IN SAALFELD-OBERNITZ;IN SAALFELD-OBERNITZ;2,2;668441,0;5611273,0;*O:;B;85
19047;5334510-0;SIECHENBACHBRÜCKE IN SAALFELD;RUDOLSTÄDTER STR. IN SAALFELD;3,0;666345,0;5613630,0;*O:;B;281
19048;5334526-0;BRÜCKE ÜBER DIE MRT-BAHN BEI UNTERWELLENBORN;BEI UNTERWELLENBORN;2,0;672758,0;5614082,0;*O:;B;281
19049;5334527-0;BRÜCKE ÜBER DIE PLANSTR. BEI UNTERWELLENBORN;BEI UNTERWELLENBORN;2,2;672489,0;5614057,0;*O:;B;281
19050;5334529-0;BRÜCKE ÜBER EINE WERKSTRAßE BEI UNTERWELLENBORN;BEI UNTERWELLENBORN;2,2;671959,0;5614024,0;*O:;B;281
19051;5334535-0;BRÜCKE Ü.LANGENSCHADER STR. U. GLEISE IN SAALFELD;IN SAALFELD;2,0;667869,0;5614488,0;*O:;B;85
19052;5334536-0;BRÜCKE Ü. D. K 148,REMSCHÜTZER STR. IN SAALFELD;IN SAALFELD;2,3;667225,0;5614641,0;*O:;B;85
19053;5334537-0;SAALEBRÜCKE IN SAALFELD;IN SAALFELD;2,4;666870,0;5614804,0;*O:;B;85
19054;5334538-0;"BRÜCKE ÜBER DIE ""GRABAER STRASSE"" IN SAALFELD";IN SAALFELD;2,0;666608,0;5614914,0;*O:;B;85
19055;5334540-0;BRÜCKE ÜBER EINEN WIRTSCHAFTSWEG BEI SAALFELD (OU);BEI SAALFELD;2,2;665762,0;5615266,0;*O:;B;85
19056;5334541-0;ZECHENBACHBRÜCKE BEI SAALFELD-WÖHLSDORF;BEI SAALFELD-WÖHLSDORF;1,5;665622,0;5615315,0;*O:;B;85
19057;5334547-1;BRÜCKE ÜBER DAS WEIRATAL U. DBAG BEI GORNDORF/RF PÖßNECK-SLF;BEI SAALFELD-GORNDORF;2,2;671065,0;5614451,0;*O:;B;281
19058;5334547-2;BRÜCKE ÜBER DAS WEIRATAL U. DBAG BEI GORNDORF/RF SLF-PÖßNECK;BEI SAALFELD-GORNDORF;2,2;671065,0;5614451,0;*O:;B;281
19059;5334548-1;BRÜCKE ÜBER DEN LOHWEG BEI GORNDORF/RF PÖßNECK-SLF;BEI SAALFELD-GORNDORF;1,3;670112,0;5614839,0;*O:;B;281
19060;5334548-2;BRÜCKE ÜBER DEN LOHWEG BEI GORNDORF/RF SLF-PÖßNECK;BEI SAALFELD-GORNDORF;1,3;670112,0;5614839,0;*O:;B;281
19061;5335542-0;SCHLETTWEINER WASSERBRÜCKE IN PÖSSNECK;IN PÖSSNECK;2,0;681787,0;5618858,0;*O:;B;281
19062;5335544-0;KOTSCHAUBRÜCKE IN PÖSSNECK;IN PÖSSNECK;1,4;681579,0;5618661,0;*O:;B;281
19063;5335545-0;FISCHBACHBRÜCKE IN KRÖLPA;IN KRÖLPA;1,3;679433,0;5617003,0;*O:;B;281
19064;5335546-0;GRÄFENDORFER BACHBRÜCKE IN KRÖLPA;SAALFELDER STRAßE IN KRÖLPA;1,3;679334,0;5616970,0;*O:;B;281
19065;5335565-0;KOTSCHAUBRÜCKE IN PÖSSNECK;E.-THÄLMANN-STR. IN PÖSSNECK;1,2;683192,0;5619230,0;*O:;B;281
19066;5336521-1;BRÜCKE ÜBER EINEN ORTSVERBINDUNGSWEG BEI MOßBACH/RF N-B;BEI MOßBACH;1,8;699591,0;5617460,0;*O:;A;9
19067;5336521-2;BRÜCKE ÜBER EINEN ORTSVERBINDUNGSWEG BEI MOßBACH/RF B-N;BEI MOßBACH;1,8;699592,0;5617461,0;*O:;A;9
19068;5336527-1;WEG UND HECKENBACHBRÜCKE BEI DITTERSDORF/RF N-B;BEI DITTERSDORF;1,9;697812,0;5613046,0;*O:;A;9
19069;5336527-2;WEG UND HECKENBACHBRÜCKE BEI DITTERSDORF/RF B-N;BEI DITTERSDORF;1,7;697816,0;5613062,0;*O:;A;9
19070;5336529-1;BACHBRÜCKE BEI PAHNSTANGEN/RF N-B;BEI PAHNSTANGEN;1,6;697604,0;5611862,0;*O:;A;9
19071;5336529-2;BACHBRÜCKE BEI PAHNSTANGEN/RF B-N;BEI PAHNSTANGEN;1,1;697606,0;5611875,0;*O:;A;9
19072;5336530-1;BACHBRÜCKE BEI PAHNSTANGEN/RF N-B;BEI PAHNSTANGEN;1,0;697587,0;5611754,0;*O:;A;9
19073;5336530-2;BACHBRÜCKE BEI PAHNSTANGEN/RF B-N;BEI PAHNSTANGEN;1,7;697584,0;5611736,0;*O:;A;9
19074;5336531-1;BRÜCKE ÜBER EINEN ORTSVERBINDUNGSWEG BEI PÖRMITZ/RF N-B;BEI PÖRMITZ;1,8;697512,0;5610875,0;*O:;A;9
19075;5336531-2;BRÜCKE ÜBER EINEN ORTSVERBINDUNGSWEG BEI PÖRMITZ/RF B-N;BEI PÖRMITZ;1,9;697512,0;5610876,0;*O:;A;9
19076;5337501-1;AUMABACHBRÜCKE BEI MOßBACH/RF N-B;BEI MOßBACH;1,8;700122,0;5618733,0;*O:;A;9
19077;5337501-2;AUMABACHBRÜCKE BEI MOßBACH/RF B-N;BEI MOßBACH;1,5;700122,0;5618734,0;*O:;A;9
19078;5337508-0;WEIDABRÜCKE IN WECKERSDORF;IN WECKERSDORF;1,8;706626,0;5611514,0;*O:;B;94
19079;5338500-0;LEUBABACHBRÜCKE IN  NAITSCHAU;IN NAITSCHAU;2,5;718871,0;5616147,0;*O:;B;94
19080;5338501-0;TRIEBESBACHBRÜCKE IN ZEULENRODA;IN ZEULENRODA;1,4;712780,0;5616170,0;*O:;B;94
19081;5338510-0;(V) Brücke über den Triebitzbach/- B92 Bw 24;bei Hohndorf / THÜRINGEN;2,3;722551,0;5610587,0;*O:;B;92
19082;5338807-1;(V) Brücke über die DB(nicht elektr.)+Weiße Elster/- B92 Bw 25/1;in Elsterberg / OU Elsterberg;1,9;723662,0;5610698,0;*O:;B;92
19083;5339543-0;BACHBRÜCKE IN GREIZ;REICHENBACHER STRASSE IN GREIZ;1,8;728696,0;5615765,0;*O:;B;94
19084;5339544-A;GRÄSSLITZBRÜCKE IN GREIZ/TBW A_NEUBAU;AUGUST-BEBEL-STR. IN GREIZ;1,7;726841,0;5616203,0;*O:;B;94
19085;5339544-B;GRÄSSLITZBRÜCKE IN GREIZ/TBW B - RATHENAUPLATZ;AUGUST-BEBEL-STR. IN GREIZ;2,7;726251,0;5616361,0;*O:;B;94
19086;5339546-0;WEISSE ELSTERBRÜCKE IN GREIZ;PLAUENSCHE STR. IN GREIZ;1,3;725738,0;5614010,0;*O:;B;92
19087;5339549-0;QUIRLBACHBRÜCKE IN GREIZ;ZEULENRODAER STRASSE IN GREIZ;1,2;725423,0;5616607,0;*O:;B;92
19088;5339550-0;QUIRLBACHBRÜCKE BEI GREIZ;ZEULENRODAER STRASSE BEI GREIZ;1,2;724005,0;5616299,0;*O:;B;92
19089;5339551-0;KURTSCHAUER BACHBRÜCKE BEI GREIZ;BEI GREIZ;2,5;723916,0;5616407,0;*O:;B;92
19090;5339556-1;WEISSE ELSTERBRÜCKE (SCHLOßBRÜCKE) IN GREIZ/RF ZR - RB;IN GREIZ;2,8;726157,0;5616315,0;*O:;B;94
19091;5339556-2;WEISSE ELSTERBRÜCKE (SCHLOßBRÜCKE) IN GREIZ/RF RB - ZR;IN GREIZ;2,7;726157,0;5616315,0;*O:;B;94
19092;5339601-1;(V) Brücke über den Raumbach/- B94 Bw 08/1;in Reichenbach;2,3;733981,0;5612442,0;*O:;B;94
19093;5339602-1;(V) Brücke über den Oberreichenbacher Bach(Seifenb/- B94 Bw 09/1;in Reichenbach;2,3;733782,0;5612566,0;*O:;B;94
19094;5339603-0;(V) Brücke über den Raumbach/- B94 Bw 10;in Reichenbach;2,3;733609,0;5612571,0;*O:;B;94
19095;5339605-0;(V) Brücke über Gleise der DB (elektrifiziert)/- B94 Bw 12;in Reichenbach (am Bahnhof);2,0;732464,0;5613579,0;*O:;B;94
19096;5339606-0;(V) Brücke über den Raumbach/- B94 Bw 11;in Reichenbach;2,2;732517,0;5612649,0;*O:;B;94
19097;5339702-0;(V) Brücke über den Friesenbach/- B94 Bw 13;in Friesen (Stadt Reichenbach);2,4;731579,0;5614227,0;*O:;B;94
19098;5339714-1;(V) Brücke über die Kreuzungsanlage B94 zur S289/- B94 Bw 07.1/1 = Überbau Ost = rechts;bei Reichenbach / OU Reichenbach;2,4;734572,0;5611684,0;*O:;B;94
19099;5339714-2;(V) Brücke über die Kreuzungsanlage B94 zur S289/- B94 Bw 07.1/2 = Überbau West = links;bei Reichenbach / OU Reichenbach;2,4;734583,0;5611686,0;*O:;B;94
19100;5340501-0;(Z) Brücke über die Pleiße/Brücke über die Pleiße;LICHTENTANNE;2,2;741958,0;5621224,0;*O:;B;173
19101;5340502-0;(Z) Brücke über Bach und Gemeindestraße/Brücke über Bach und Gemeindestraße;SCHOENFELS;1,9;740644,0;5619016,0;*O:;B;173
19102;5340518-0;(V) Brücke über die Alte Poststraße/- B173 Bw 11;bei Neumark / OU Neumark;2,2;737257,0;5615733,0;*O:;B;173
19103;5340519-0;(V) Brücke über den Neumarker Bach und die K7803/- B173 Bw 12;bei Neumark / OU Neumark;2,5;737481,0;5615873,0;*O:;B;173
19104;5340520-0;(V) Brücke über einen Wirtschaftsweg/- B173 Bw 10;bei Neumark / OU Neumark;2,2;736515,0;5615875,0;*O:;B;173
19105;5340600-0;(V) Brücke über den Steinteichbach/- B173 Bw 13;bei Neumark, Rtg. Altrottmannsdorf (Lichtentanne);1,9;738519,0;5617990,0;*O:;B;173
19106;5340656-0;(V) Brücke über Gleise der DB AG (elektrifiziert)/- B173 Bw 08;bei Reichenbach / OU Reichenbach;2,2;735623,0;5615402,0;*O:;B;173
19107;5340658-0;(V) Brücke über die Kreuzungsanlage B173 zur S289/- B173 Bw 09;bei Reichenbach / OU Reichenbach;2,0;735919,0;5615576,0;*O:;B;173
19108;5340700-1;A72-S BW65/Richtungsfahrbahn Chemnitz-Hof;Voigtsgrün;2,4;741738,0;5613660,0;*O:;A;72
19109;5340700-2;A72-S BW65/Richtungsfahrbahn Hof-Chemnitz;Voigtsgrün;2,5;741738,0;5613660,0;*O:;A;72
19110;5340701-1;A72-S BW64/Richtungsfahrbahn Chemnitz-Hof;Voigtsgrün;2,4;742704,0;5614869,0;*O:;A;72
19111;5340701-2;A72-S BW64/Richtungsfahrbahn Hof-Chemnitz;Voigtsgrün;2,2;742704,0;5614869,0;*O:;A;72
19112;5340702-1;A72-S BW63, AS Zwickau-West/Richtungsfahrbahn Chemnitz-Hof;Voigtsgrün;2,4;743307,0;5615357,0;*O:;A;72
19113;5340702-2;A72-S BW63, AS Zwickau-West/Richtungsfahrbahn Hof-Chemnitz;Voigtsgrün;2,0;743323,0;5615339,0;*O:;A;72
19114;5340703-1;A72-S BW62/Richtungsfahrbahn Leipzig-Hof;Voigtsgrün;2,2;743568,0;5615565,0;*O:;A;72
19115;5340703-2;A72-S BW62/Richtungsfahrbahn Hof-Leipzig;Voigtsgrün;2,3;743561,0;5615557,0;*O:;A;72
19116;5340704-1;A72-S BW61/Richtungsfahrbahn Chemnitz-Hof;Ebersbrunn;2,0;743823,0;5615841,0;*O:;A;72
19117;5340704-2;A72-S BW61/Richtungsfahrbahn Hof-Chemnitz;Ebersbrunn;1,8;743822,0;5615840,0;*O:;A;72
19118;5340705-1;A72-S BW60/Richtungsfahrbahn Chemnitz-Hof;Hirschfeld;1,9;745424,0;5616542,0;*O:;A;72
19119;5340705-2;A72-S BW60/Richtungsfahrbahn Hof-Chemnitz;Hirschfeld;2,0;745430,0;5616542,0;*O:;A;72
19120;5340706-1;A72-S BW58/Richtungsfahrbahn Chemnitz-Hof;Rottmannsdorf;2,4;746925,0;5616802,0;*O:;A;72
19121;5340706-2;A72-S BW58/Richtungsfahrbahn Hof-Chemnitz;Rottmannsdorf;2,3;746931,0;5616805,0;*O:;A;72
19122;5340750-1;A72-S BW72/Richtungsfahrbahn Chemnitz-Hof;Waldkirchen;2,2;738028,0;5610774,0;*O:;A;72
19123;5340750-2;A72-S BW72/Richtungsfahrbahn Hof-Chemnitz;Waldkirchen;2,4;738028,0;5610774,0;*O:;A;72
19124;5340751-1;A72-S BW71/Richtungsfahrbahn Chemnitz-Hof;Waldkirchen;2,3;738322,0;5611098,0;*O:;A;72
19125;5340751-2;A72-S BW71/Richtungsfahrbahn Hof-Chemnitz;Waldkirchen;1,9;738322,0;5611098,0;*O:;A;72
19126;5340752-1;A72-S BW70/Richtungsfahrbahn Chemnitz-Hof;Waldkirchen;2,0;738648,0;5611478,0;*O:;A;72
19127;5340752-2;A72-S BW70/Richtungsfahrbahn Hof-Chemnitz;Waldkirchen;2,3;738648,0;5611478,0;*O:;A;72
19128;5340753-1;A72-S BW69/Richtungsfahrbahn Chemnitz-Hof;Waldkirchen;2,2;739141,0;5611654,0;*O:;A;72
19129;5340753-2;A72-S BW69/Richtungsfahrbahn Hof-Chemnitz;Waldkirchen;2,0;739141,0;5611654,0;*O:;A;72
19130;5340754-1;A72-S BW68/Richtungsfahrbahn Chemnitz-Hof;Waldkirchen;2,0;739392,0;5611626,0;*O:;A;72
19131;5340754-2;A72-S BW68/Richtungsfahrbahn Hof-Chemnitz;Waldkirchen;1,9;739392,0;5611626,0;*O:;A;72
19132;5340755-1;A72-S BW67/Richtungsfahrbahn Chemnitz-Hof;Irfersgrün;1,9;739945,0;5611545,0;*O:;A;72
19133;5340755-2;A72-S BW67/Richtungsfahrbahn Hof-Chemnitz;Irfersgrün;2,0;739945,0;5611545,0;*O:;A;72
19134;5340756-1;A72-S BW66/Richtungsfahrbahn Chemnitz-Hof;Irfersgrün;2,0;741362,0;5612956,0;*O:;A;72
19135;5340756-2;A72-S BW66/Richtungsfahrbahn Hof-Chemnitz;Irfersgrün;2,0;741362,0;5612956,0;*O:;A;72
19136;5341500-0;(Z) Brücke über den Teichabfluss/Brücke über den Teichabfluss;WIESENBURG;2,9;751963,0;5616555,0;*O:;B;93
19137;5341501-0;(Z) Brücke über die Gleise der DB AG/Brücke über die Gleise der DB AG;Silberstraße;3,0;750930,0;5618325,0;*O:;B;93
19138;5341502-0;(Z) Brücke über die Zwickauer Mulde/Brücke ü.d. Zwickauer Mulde i.Z.d. B 93;in Silberstraße;2,8;750729,0;5618373,0;*O:;B;93
19139;5341503-0;(Z) Brücke über den Vielauer Bach/Brücke über den Vielauer Bach;NIEDERHASSLAU;2,2;749295,0;5619400,0;*O:;B;93
19140;5341506-0;Brücke über den Schlemabach;BEI SCHNEEBERG;2,5;758689,0;5611647,0;*O:;B;169
19141;5341611-1;A72-S BW40/Richtungsfahrbahn Chemnitz - Hof;Zschocken;2,4;758715,0;5621782,0;*O:;A;72
19142;5341611-2;A72-S BW40/Richtungsfahrbahn Hof - Chemnitz;Zschocken;2,3;758715,0;5621782,0;*O:;A;72
19143;5341612-1;A72-S BW43/Richtungsfahrbahn Chemnitz-Hof;Zschocken;2,1;757745,0;5620990,0;*O:;A;72
19144;5341612-2;A72-S BW43/Richtungsfahrbahn Hof - Chemnitz;Zschocken;2,1;757745,0;5620990,0;*O:;A;72
19145;5341613-1;A72-S BW44/Richtungsfahrbahn Chemnitz-Hof;Thiersfeld;2,1;757210,0;5620785,0;*O:;A;72
19146;5341613-2;A72-S BW44/Richtungsfahrbahn Hof-Chemnitz;Thiersfeld;2,2;757210,0;5620785,0;*O:;A;72
19147;5341615-1;A72-S BW45/Richtungsfahrbahn Chemnitz - Hof;Härtensdorf;2,4;754714,0;5621400,0;*O:;A;72
19148;5341615-2;A72-S BW45/Richtungsfahrbahn Hof - Chemnitz;Härtensdorf;2,4;754705,0;5621400,0;*O:;A;72
19149;5341616-1;A72-S BW46/Richtungsfahrbahn Chemnitz - Hof;Härtensdorf;2,0;754375,0;5621318,0;*O:;A;72
19150;5341616-2;A72-S BW46/Richtungsfahrbahn Hof - Chemnitz;Härtensdorf;2,3;754375,0;5621318,0;*O:;A;72
19151;5341617-1;A72-S BW47/Richtungsfahrbahn  Hof - Chemnitz;Härtensdorf;2,2;754099,0;5621152,0;*O:;A;72
19152;5341617-2;A72-S BW47/Richtungsfahrbahn  Chemnitz - Hof;Härtensdorf;2,4;754099,0;5621152,0;*O:;A;72
19153;5341618-1;A72-S BW48/Richtungsfahrbahn Chemnitz-Hof;Härtensdorf;2,5;753576,0;5620840,0;*O:;A;72
19154;5341618-2;A72-S BW48/Richtungsfahrbahn Hof-Chemnitz;Härtensdorf;2,9;753579,0;5620824,0;*O:;A;72
19155;5341619-1;A72-S BW49, AS Zwickau-Ost/Richtungsfahrbahn Chemnitz-Hof;Wildenfels;2,4;753058,0;5620518,0;*O:;A;72
19156;5341619-2;A72-S BW49, AS Zwickau-Ost/Richtungsfahrbahn Hof-Chemnitz;Wildenfels;3,0;753090,0;5620498,0;*O:;A;72
19157;5341700-1;A72-S BW57/Richtungsfahrbahn Chemnitz-Hof;Culitzsch;2,0;747499,0;5617315,0;*O:;A;72
19158;5341700-2;A72-S BW57/Richtungsfahrbahn Hof-Chemnitz;Culitzsch;2,5;747499,0;5617315,0;*O:;A;72
19159;5341701-1;A72-S BW56/Richtungsfahrbahn Chemnitz-Hof;Culitzsch;2,2;747678,0;5617532,0;*O:;A;72
19160;5341701-2;A72-S BW56/Richtungsfahrbahn Hof-Chemnitz;Culitzsch;2,3;747683,0;5617538,0;*O:;A;72
19161;5341703-1;A72-S BW55, Talbrücke Culitzsch/Richtungsfahrbahn Chemnitz-Hof;Culitzsch;2,3;748147,0;5618089,0;*O:;A;72
19162;5341703-2;A72-S BW55, Talbrücke Culitzsch/Richtungsfahrbahn Hof-Chemnitz;Culitzsch;2,3;748147,0;5618089,0;*O:;A;72
19163;5341704-1;A72-S BW54, Muldebrücke Wilkau-Haßlau/Richtungsfahrbahn Chemnitz-Hof;Wilkau - Haßlau;2,4;749303,0;5619186,0;*O:;A;72
19164;5341704-2;A72-S BW54, Muldebrücke Wilkau-Haßlau/Richtungsfahrbahn Hof-Chemnitz;Wilkau - Haßlau;2,4;749303,0;5619186,0;*O:;A;72
19165;5341705-1;A72-S BW53/Richtungsfahrbahn Chemnitz-Hof;Wilkau - Haßlau;2,3;750136,0;5619729,0;*O:;A;72
19166;5341705-2;A72-S BW53/Richtungsfahrbahn Hof-Chemnitz;Wilkau - Haßlau;2,9;750136,0;5619729,0;*O:;A;72
19167;5341706-1;A72-S BW52/Richtungsfahrbahn Chemnitz-Hof;Friedrichsgrün;2,5;750867,0;5619825,0;*O:;A;72
19168;5341706-2;A72-S BW52/Richtungsfahrbahn Hof-Chemnitz;Friedrichsgrün;2,3;750867,0;5619825,0;*O:;A;72
19169;5341707-1;A72-S BW51/Richtungsfahrbahn Chemnitz-Hof;Friedrichsgrün;2,4;751692,0;5619744,0;*O:;A;72
19170;5341707-2;A72-S BW51/Richtungsfahrbahn Hof-Chemnitz;Friedrichsgrün;2,4;751691,0;5619744,0;*O:;A;72
19171;5341708-1;A72-S BW50/Richtungsfahrbahn Chemnitz-Hof;Friedrichsgrün;2,4;752084,0;5619872,0;*O:;A;72
19172;5341708-2;A72-S BW50/Richtungsfahrbahn Hof-Chemnitz;Friedrichsgrün;2,2;752084,0;5619872,0;*O:;A;72
19173;5342500-0;Brücke Bw 20 über den Lößnitzbach/Brücke über den Lößnitzbach;LOESSNITZ;2,0;763381,0;5613449,0;*O:;B;169
19174;5342501-0;Brücke Bw 21 über den Lößnitzbach/Brücke über den Lößnitzbach;LOESSNITZ;2,4;763708,0;5613728,0;*O:;B;169
